level1_id,level1_name,bucket_id,bucket_name,hotword_applicable,term_count,relative_file,sha256,coverage_status,note
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-01,警铃候选,no,0,by_level2/ASR-NOISE-01.txt,3b5cc0beae1d00fe7030cbe15357cf364fc29230bc5ea183a2f31b02cdd94379,VERY_THIN,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-02,哭喊候选,no,0,by_level2/ASR-NOISE-02.txt,ab9e3a847b01b4a2a445a2b340dad81c1f97065a3e5dfa44dcc90a4f7686deac,VERY_THIN,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-03,风噪候选,no,0,by_level2/ASR-NOISE-03.txt,b0f235b4291168bc05d79109f8ec5b41cc4db2018a78c00b6fdb2a2ce0ad907c,VERY_THIN,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-04,车辆与道路噪声候选,no,0,by_level2/ASR-NOISE-04.txt,6b573881197227fc1865cca08e726b30816f055059f567fd01b3059911700c48,MISSING,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-05,设备噪声候选,no,0,by_level2/ASR-NOISE-05.txt,6605e75ee8a3437ea03739f0563f324f1cb8af33d0d069db944840497b882157,VERY_THIN,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-06,混响,no,0,by_level2/ASR-NOISE-06.txt,d573322fd97d02c2d74fc8d0f193ba749a3b18b6d60b63632215d2cd4892f32a,TEXT_UNVERIFIABLE,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-07,信噪比高、中、低,no,0,by_level2/ASR-NOISE-07.txt,1af02b2a7c277ce77b06184fa558814a2a3e649166414b18cd5251e0b861aa7e,TEXT_UNVERIFIABLE,声学/说话人条件，不适合通过静态热词实现
ASR-NOISE,噪声鲁棒与有效语音保真,ASR-NOISE-08,存在听不清片段,no,0,by_level2/ASR-NOISE-08.txt,09d5af4fed3abbe5b6ac0c6e53023c380e7382600cb03462e415dad5c67d6937,AVAILABLE,声学/说话人条件，不适合通过静态热词实现
ASR-MULTI,多人重叠与通话角色,ASR-MULTI-01,报警人与接警员双人通话,no,0,by_level2/ASR-MULTI-01.txt,df086846a33c77d00987e224ee7ccc0a3e611026e921fccae2a641921a1f97b1,TEXT_UNVERIFIABLE,声学/说话人条件，不适合通过静态热词实现
ASR-MULTI,多人重叠与通话角色,ASR-MULTI-02,报警人与第三人候选,no,0,by_level2/ASR-MULTI-02.txt,436e23de057333a0e404097cb5728baf9c217176638937d1ac987045329f806c,VERY_THIN,声学/说话人条件，不适合通过静态热词实现
ASR-MULTI,多人重叠与通话角色,ASR-MULTI-03,三方通话,no,0,by_level2/ASR-MULTI-03.txt,eefe859dd15b2d54bec027b1a3b966b55817ad4377b808fdd4bf8e285937bc51,MISSING,声学/说话人条件，不适合通过静态热词实现
ASR-MULTI,多人重叠与通话角色,ASR-MULTI-04,重叠语音,no,0,by_level2/ASR-MULTI-04.txt,06337795b974b92db27d99b9418f085cd25e88b33b282f5c3b0f6fd8cac84410,TEXT_UNVERIFIABLE,声学/说话人条件，不适合通过静态热词实现
ASR-MULTI,多人重叠与通话角色,ASR-MULTI-05,转接前后,no,0,by_level2/ASR-MULTI-05.txt,a3a48957ba6058b5a80bdfa287e918001efc7c219d57c66eb6f7c127ce3750be,AVAILABLE,声学/说话人条件，不适合通过静态热词实现
